Time,P1
0.0,11.012461273489516
29.0,11.78230669967352
60.0,12.264556054831413
90.0,12.534961447945077
150.0,12.785734462869007
210.0,12.87157844692213
269.0,12.900688610149375
330.0,12.9110236477603
390.0,12.91446712373251
